GENE	Bileck cyt	Bileck Nucl
POLR2D	4	96
POLR2G	4	96
RBM3	4	96
RGPD3	4	96
RING1	4	96
SAP30BP	4	96
SKIV2L2	4	96
SMCHD1	4	96
SNRPD1	4	96
TEX10	4	96
ZGPAT	4	96
CCNT1	5	95
CDK13	5	95
HDAC2	5	95
HNRNPA0	5	95
HNRNPH3	5	95
KDM1A	5	95
KRT84	5	95
LIG4	5	95
LRCH4	5	95
MPRIP	5	95
MYO1G	5	95
NXF1	5	95
PAG1	5	95
PI4KA	5	95
PML	5	95
SARNP	5	95
SEC22A	5	95
SEH1L	5	95
SERPINB5	5	95
SIPA1	5	95
SLFN5	5	95
SNRPD2	5	95
SNRPD3	5	95
STRBP	5	95
TRIM22	5	95
TUBGCP3	5	95
UTP15	5	95
ZBTB7A	5	95
ACTL6A	6	94
ADARB1	6	94
B3GALT6	6	94
BCOR	6	94
BTBD11	6	94
CCDC176	6	94
CD59	6	94
CIRBP	6	94
EDC4	6	94
EP400	6	94
EVL	6	94
HAUS3	6	94
HDAC1	6	94
HNRNPA1	6	94
ITPR1	6	94
MED20	6	94
MSI2	6	94
NCBP2	6	94
NUP155	6	94
NUP88	6	94
POLR2E	6	94
PPP1R9B	6	94
RECQL	6	94
SERBP1	6	94
SIKE1	6	94
SMARCAL1	6	94
SNRPG	6	94
TMPO	6	94
TMPO	6	94
ZCCHC17	6	94
AIM1	8	92
ATAD1	8	92
CLK1	8	92
CWC27	8	92
DDX39B	8	92
FLOT2	8	92
GABPB1	8	92
GATM	8	92
GMEB1	8	92
GTF2H2C	8	92
GZMK	8	92
HDGFRP2	8	92
HNRNPH2	8	92
KCTD10	8	92
KRT74	8	92
LARP7	8	92
LYST	8	92
MAP4K4	8	92
NCOR1	8	92
NCOR2	8	92
NHP2L1	8	92
NLRC3	8	92
NUPL1	8	92
RBM5	8	92
RFC2	8	92
SRPK1	8	92
STRN4	8	92
SUN1	8	92
SUPT5H	8	92
TERF2IP	8	92
THYN1	8	92
VPRBP	8	92
VPS39	8	92
XRN2	8	92
ASCC3	14	86
ATXN2	14	86
CD48	14	86
ENDOG	14	86
EXOSC1	14	86
EXOSC3	14	86
HMGB2	14	86
HMGB3	14	86
MX2	14	86
NUDT21	14	86
PPP1R12A	14	86
RBM8A	14	86
RNF40	14	86
SBF1	14	86
SEMA6D	14	86
TIAL1	14	86
TIMM23	14	86
TREX1	14	86
TUBG1	14	86
U2AF2	14	86
VPS13A	14	86
VPS41	14	86
WASH3P	14	86
ANAPC4	9	91
ARL6IP6	9	91
CCDC94	9	91
DNMT3A	9	91
DOCK8	9	91
FLI1	9	91
HAUS4	9	91
HNRNPLL	9	91
LRRC8D	9	91
MED11	9	91
MED16	9	91
OCIAD2	9	91
PARP14	9	91
POLR2L	9	91
PUM2	9	91
SELH	9	91
STRN	9	91
TAF7	9	91
UBASH3A	9	91
USP48	9	91
YTHDF1	9	91
AGPAT5	28	72
C14orf166	28	72
CCL4L1	28	72
CFP	28	72
F5	28	72
FLNA	28	72
GIMAP8	28	72
HNRNPU	28	72
LSM8	28	72
MTOR	28	72
PICALM	28	72
PPP1R8	28	71
PPP2R5C	28	72
PPWD1	28	72
QKI	28	72
RPL17	28	72
RPS24	28	72
TBL1XR1	28	72
TRIP4	28	72
ACTR2	25	75
AKAP8L	25	75
CELF1	25	75
DAZAP1	25	75
DCP1B	25	75
ECI2	25	75
ELOF1	25	75
GTF2E1	25	75
HIP1	25	75
KIAA2013	25	75
OGT	25	75
PABPN1	25	75
PRR14L	25	75
RPL23A	25	75
SLAIN2	25	75
UBP1	25	75
VDAC2	25	75
B3GAT3	23	77
EXOSC4	23	77
FAM169A	23	77
GNAS	23	77
GNAS	23	77
GNAS	23	77
GNAS	23	77
GRK6	23	77
HCLS1	23	77
HNRNPH1	23	77
ING1	23	77
MPHOSPH6	23	77
NDUFA1	23	77
PDF	23	77
RANGAP1	23	77
RTCB	23	77
STK25	23	77
UBAP2	23	77
VDAC3	23	77
XRN1	23	77
ZFR	1	100
ADD1	17	83
BACH1	17	83
GZMB	17	83
GZMH	17	83
HNRNPUL1	17	83
LEMD2	17	83
MGAT1	17	83
MIS12	17	83
MRTO4	17	83
NFYC	17	83
PARP12	17	83
POTEJ	17	83
RFC5	17	83
SRCAP	17	83
SUMO2	17	83
SYNE2	17	83
ZNF787	17	83
ZNF22	1	100
ZSCAN26	1	100
ZNF280C	1	100
WTAP	1	100
WDR43	1	100
TOX4	1	100
XRCC1	1	100
WIZ	1	100
U2SURP	1	100
WDR74	1	100
U2AF1	6	94
UTP6	1	100
URB1	3	97
USF1	1	100
WAPAL	1	100
TERF1	1	100
BUD31	7	93
CABIN1	7	93
CD2BP2	7	93
CTSG	7	93
DPY30	7	93
DTX3L	7	93
EDF1	7	93
FMR1	7	93
GPSM3	7	93
GZMM	7	93
HAUS1	7	93
HTATSF1	7	93
IFI16	7	93
LARP4B	7	93
LIMD2	7	93
MZT2A	7	93
NME7	7	93
NUP62	7	93
OSBPL5	7	93
PDLIM2	7	93
POLR2H	7	93
POLR2J	7	93
PRPF18	7	93
PTDSS1	7	93
PUF60	7	93
RPP30	7	93
SLFN11	7	93
SPI1	7	93
TRIM33	7	93
WDR55	7	93
WDR12	1	100
ZNF638	1	100
ZC3H14	1	100
WDR33	1	100
YY1	12	88
TRA2B	1	100
SFPQ	1	99
WDR89	5	95
VRK1	1	100
ZNF48	1	100
WBP11	1	100
TOP2A	1	100
YLPM1	2	98
USP3	1	100
UTP18	1	100
ANAPC15	12	88
BST1	12	88
CDK9	12	88
ELAVL1	12	88
ENY2	12	88
FRG1	12	88
GLIPR2	12	88
GTF2F2	12	88
HDGFRP3	12	88
IRF8	12	88
KRT12	12	88
KRT34	12	88
LEMD3	12	88
LRCH3	12	88
LRRK2	12	88
LUC7L2	12	88
MTHFD2	12	88
NLRX1	12	88
PAN3	12	88
POP7	12	88
RFC4	12	88
RIT1	12	88
RTF1	12	88
SNRPE	12	88
SPG7	12	88
TCF20	12	88
TRA2A	1	100
WDR5	11	89
XAB2	1	100
WDR3	1	100
SNW1	2	98
PNN	1	100
SAFB	2	98
ZNF512	1	100
ZMYM4	1	100
RSL24D1	1	100
YEATS4	1	100
CAPRIN1	18	82
CCL5	18	82
CDC37L1	18	82
CNOT3	18	82
DDX20	18	82
DOCK11	18	82
DYRK1A	18	82
EXOSC9	18	82
FKBP15	18	82
HIP1R	18	82
IRF2BPL	18	82
PARN	18	82
PPM1H	18	82
PRG2	18	82
RAD54L2	18	82
RBBP7	18	82
RFC3	18	82
SSH1	18	82
TRIM4	18	82
ZCCHC6	18	82
ARHGAP9	13	87
CD8B	13	87
CDC16	13	87
CNOT11	13	87
CNOT7	13	87
CORO1B	13	87
CPSF6	13	87
CXorf56	13	87
EIF2AK4	13	87
EXOC7	13	87
EXOC8	13	87
EXOSC8	13	87
FAM120B	13	87
GOLGA7	13	87
MED18	13	87
MEF2D	13	87
MMRN1	13	87
POLR2B	13	87
POU2F1	13	87
PRNP	13	87
PRNP	13	87
PXK	13	87
RPL21	13	87
RPP14	13	87
RPP14	13	87
S100A7	13	87
STAB1	13	87
TBL2	13	87
TWISTNB	13	87
ACTR8	21	79
CAMK2G	21	79
CBX3	21	79
CCDC70	21	79
CCDC77	20	80
CHID1	20	80
CORO1C	21	79
DNAJA3	20	80
EIF4E2	21	79
EXOC4	21	79
EXOSC5	20	80
EXOSC6	20	80
EXOSC7	20	80
FUBP3	21	79
FXR1	21	79
GRWD1	21	79
GTF2F1	21	79
HK1	21	79
HOOK1	20	80
KLF13	21	79
LYZ	20	80
MACF1	21	79
MGST3	20	80
OAS1	20	80
PAK1IP1	21	79
PGAM5	20	80
PPIL1	20	80
RCC2	20	80
RPL35	20	80
SP1	21	79
TBX21	21	79
TOMM22	20	80
TRIP12	21	79
UBAP2L	20	80
WBSCR22	20	80
ZMAT2	20	80
ZMIZ1	100	1
USP25	76	24
ZNF592	1	100
SYNGR1	100	1
TRBC2	94	6
WDR73	100	1
ZNRD1	1	100
WDR77	99	1
YPEL5	89	11
ZNF316	100	1
TUBGCP6	71	29
ZNF320	50	50
ZNF646	64	36
VNN2	2	98
THAP3	1	100
VHL	100	1
ZMAT5	75	25
SH3BP2	100	1
THUMPD3	100	1
YDJC	100	1
ZFPM1	1	100
YWHAQ	87	13
VCL	95	5
ZRSR1	1	100
YTHDF2	42	58
YY2	1	100
WDR26	86	14
ZNF800	1	100
ZBTB14	1	100
WDR36	1	100
XRCC6	43	57
YARS	85	15
UBB	1	100
TP53I3	100	1
XIAP	100	1
ZAP70	93	7
ZFAND1	100	1
UNG	1	100
ZNHIT1	1	100
ZC3H11A	1	100
ZNF574	24	76
TLE4	100	1
VAC14	82	18
ST14	100	1
SMIM1	100	1
TRIM56	68	32
SPOCK2	100	1
ZNF185	100	1
ZFX	1	100
ZBTB21	1	100
XRCC4	65	35
TTC39C	100	1
TRIM14	1	100
TCEAL3	100	1
STAM	100	1
UPRT	100	1
WDR6	100	1
SARM1	100	1
UBFD1	62	38
ZNF639	1	100
ZNF90	1	100
WHSC1L1	1	100
ZNF460	1	100
TRIP11	95	5
ZFP62	1	100
TARBP1	100	1
WDSUB1	100	1
UBL7	100	1
SLC30A9	100	1
XPO4	96	4
ZBTB33	1	100
WDR92	79	21
ZNF428	87	13
ZNF397	1	100
WAC	1	100
UCKL1	100	1
WDFY1	100	1
TYROBP	95	5
YIPF3	100	1
WDR75	1	100
TRUB1	100	1
WDR48	53	47
ZFP91	1	100
TGM5	100	1
ZFAND2B	100	1
SIRT7	1	100
USP40	100	1
ZER1	100	1
ZMAT3	1	100
ZBTB2	1	100
TUT1	100	1
SIGLEC9	95	5
ZC3H13	1	99
VIPAS39	90	10
UBN1	1	100
ZMYM2	1	100
ZFHX3	79	21
VCPIP1	97	3
ZBTB4	1	100
UTY	1	100
UBXN7	65	35
VAV3	100	1
ZNF384	1	100
WDR45	100	1
TMEM201	1	100
ZNF24	1	100
STAMBPL1	1	100
TARS	99	1
ZCCHC8	3	97
ZNF740	1	100
ZRANB2	1	100
URM1	100	1
XPO1	87	13
ZFP36L2	76	24
TCP1	93	7
VPS51	68	32
WRAP73	1	100
ZNF652	1	100
ZNF593	1	100
ZZZ3	1	100
ZBTB17	1	100
VPS36	96	4
ZNF318	1	100
WDR81	90	10
YAF2	1	100
TBC1D24	100	1
ZYX	83	17
ZNF407	1	100
TSEN54	100	1
VPS45	76	24
ZNF830	1	100
ZNF131	1	100
TOMM34	96	4
ZNF687	1	100
TM9SF4	85	15
UPP1	100	1
XPOT	10	90
S100B	100	1
ZFC3H1	1	100
WDR47	100	1
SPNS3	100	1
YRDC	100	1
TGFBI	67	33
VIM	2	98
ZNRF2	100	1
VPS37A	100	1
WAS	39	61
TRPC4	89	11
UNC13D	100	1
TOP3A	1	100
RSBN1	1	100
ZCRB1	1	100
TBC1D23	100	1
ZNF184	1	100
TRABD	99	1
ZBTB11	1	100
WDR83	1	100
VAV1	93	7
ZADH2	100	1
UCHL5	78	22
WIPI2	99	1
ZFYVE19	100	1
WDR37	89	11
YEATS2	1	100
TSPAN32	100	1
SNAP29	97	3
ZCCHC7	1	100
TMED7	68	32
ZNF511	100	1
WRAP53	1	100
ZC3HAV1	1	100
RNASEH2A	75	25
SLC7A6	100	1
TCEA3	1	100
WDR11	39	61
RPL9	42	58
ZFYVE21	1	100
ZBTB7B	1	100
TTC9	87	13
TYW5	100	1
ZEB2	2	98
YIPF2	100	1
ZKSCAN8	1	100
ZNF668	1	100
ZBTB1	1	100
WIBG	80	20
WDR13	100	1
VPS4A	98	2
ZBTB40	1	100
ZBP1	100	1
ZZEF1	95	5
WDR7	14	86
ZNF146	1	100
ZC3H12D	85	15
ZCCHC11	1	100
THEMIS	98	2
ZNF217	1	100
UAP1	100	1
TTC7A	1	100
UHMK1	1	100
TADA3	1	100
SSBP1	43	57
VKORC1L1	100	1
TPK1	100	1
XP32	79	21
SRSF6	3	97
VPS13C	68	32
ZMYND11	1	100
VTN	97	3
ZFYVE1	100	1
TMEM70	79	21
ZNF207	3	97
U2AF1L4	1	100
ZNF276	1	100
TCP11L1	100	1
TRIM41	1	100
TRMT1	100	1
UBR7	95	5
SP4	2	98
WDR44	98	2
YWHAG	89	11
XRCC5	52	48
VSIG8	1	100
UROD	100	1
ZMYND8	1	100
ZNF326	1	100
TMEM102	100	1
YTHDF3	1	100
XYLB	100	1
ZMPSTE24	97	3
ZNF524	1	100
TSC1	32	68
TNKS1BP1	1	100
ZNF736	1	100
VAMP2	97	3
TTR	100	1
WARS	97	3
S100A8	97	3
S100A12	100	1
UBLCP1	98	2
UBE4B	99	1
ZNF362	1	100
ZNF609	1	100
RGS14	97	3
TRAF1	95	5
ZNF346	1	100
USP22	62	38
ZNF292	1	100
ZSCAN18	1	100
UBL4A	100	1
RIPK2	100	1
TPPP3	78	22
VPS35	93	7
RLTPR	14	86
UVRAG	94	6
WDFY2	100	1
UBE2D3	95	5
VPS37C	100	1
RHOA	98	2
TRNAU1AP	100	1
TEP1	100	1
ZNF706	74	26
YOD1	100	1
TMPPE	97	3
SUPT7L	1	100
SUSD1	100	1
UBAP1	100	1
ZC3H6	1	100
ZCCHC10	1	100
