Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
SPATS2	1	72	128	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		94	5	1		1	1	1		1	37	41	22		1	1	1		1	1		1	1	100		52	1	1	47
CDC123	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		68	29	4		82	16	1		1	1	1		1	1	1	1		1	1	100		1	1		70	1	30		1	1	1	1
IGF2BP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		88	11	1		78	8	14		1	1	1		45	22	23	11		6	47	47		1	1		56	14	30		1	1	1	1
IQGAP3	16	34	148	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		40	45	15		1	1	1		12	33	54	1		6	94	1		100	1		100	1	1		80	1	1	20
RPL38	6	68	112	12	1	1	1	1	1	1	1		1	1	1	1	1	1		43	56	1		1	1	1		5	74	20		1	1	100	1		7	93	1		75	25		77	12	11		77	7	4	12
ARPC5L	176	1	1	20	1	1	1	1	1	1	1		1	1	1	1	1	1		6	93	1		65	24	11		36	46	17		56	21	12	11		37	19	44		15	85		82	1	17		54	12	32	2
ATP6V1E1	170	30	1	1	1	1	1	1	1	1	1		48	6	12	56	62	16		90	8	2		82	16	1		15	40	45		1	1	1	1		9	10	80		74	26		60	25	15		82	1	11	6
ATP6V1G1	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		76	22	1		69	17	14		1	1	1	1		17	18	65		67	33		62	13	25		42	1	54	3
C14orf166	156	42	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		25	74	1		29	66	5		39	45	16		56	19	19	6		5	15	80		28	72		47	33	21		51	5	14	30
CHMP2A	178	1	1	1	22	1	1	1	1	1	1		1	1	1	1	1	1		24	75	1		55	33	13		56	44	1		1	1	1	1		29	11	59		94	6		66	5	29		78	1	21	1
DCTN3	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		81	10	9		1	1	1	1		13	7	79		76	24		68	1	32		88	1	1	12
DYNLL2	96	50	54	1	1	1	1	1	1	1	1		1	1	1	1	1	1		25	73	2		67	31	1		65	24	12		1	1	1	1		1	1	1		48	52		42	25	34		36	7	41	16
ENAH	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		58	36	5		77	23	1		58	19	23	1		54	1	46		1	1		95	1	5		84	1	1	16
FAM98A	130	70	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		69	30	2		42	39	19		1	53	47		33	31	23	13		1	53	47		36	64		60	33	7		59	7	1	34
GOLGA3	114	86	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		93	6	1		36	58	6		12	66	22		74	1	1	26		50	11	40		54	46		95	1	5		52	1	1	48
PDCD4	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		55	45	1		63	24	14		23	14	63		1	1	1	1		32	1	68		80	20		86	1	13		71	1	1	29
PPP1R12A	118	1	1	1	1	1	82	1	1	1	1		1	1	1	1	1	1		1	1	100		42	38	20		8	71	21		23	30	46	1		10	53	37		14	86		72	5	23		49	9	1	41
RQCD1	124	48	22	1	1	1	1	1	1	1	1		1	1	1	1	1	1		52	47	1		44	17	38		51	40	9		1	1	1	1		7	72	21		27	73		71	1	28		88	1	1	12
STUB1	150	44	1	1	1	1	1	1	1	1	1		32	1	28	114	26	1		75	12	13		62	28	10		40	27	33		1	1	1	1		29	9	62		61	39		65	3	32		84	1	4	11
TUBGCP2	194	6	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		58	42	1		79	5	16		1	1	1		1	1	100	1		37	63	1		44	56		86	1	14		100	1	1	1
ABCE1	1	1	1	1	1	1	1	1	1	1	1		40	4	102	50	4	1		47	51	1		80	14	6		30	12	58		100	1	1	1		34	66	1		71	29		83	1	17		89	1	1	11
ABCF2	1	1	1	1	1	1	1	1	1	1	1		10	6	58	38	74	16		56	41	3		75	12	12		1	1	100		1	43	57	1		1	83	17		69	31		74	1	24		90	1	1	9
ARHGEF7	1	1	1	1	1	1	1	1	1	1	1		56	1	66	76	1	1		85	15	1		27	1	71		1	1	1		1	1	1	1		40	1	60		91	9		90	1	10		91	1	1	9
COPE	1	1	1	1	1	1	1	1	1	1	1		20	16	76	22	54	12		47	52	1		63	34	3		34	12	55		73	16	11	1		44	19	37		65	35		76	1	24		41	2	1	56
CSK	1	1	1	1	1	1	1	1	1	1	1		72	20	38	64	6	1		28	71	1		96	1	1		6	1	94		1	1	1	1		24	16	60		59	41		76	1	24		100	1	1	1
CUL4B	1	1	1	1	1	1	1	1	1	1	1		58	18	60	64	1	1		32	68	1		77	20	3		1	1	1		26	24	41	8		69	24	8		76	24		62	1	38		22	33	1	44
DNAJC2	1	1	1	1	1	1	1	1	1	1	1		30	6	74	76	10	1		1	100	1		70	19	11		38	14	48		1	1	100	1		1	1	1		61	39		96	1	4		75	1	1	25
EIF4A2	1	1	1	1	1	1	1	1	1	1	1		38	18	88	46	6	4		70	29	1		68	31	1		15	1	84		1	1	1	1		34	46	20		76	24		76	1	24		84	1	4	12
EML4	1	1	1	1	1	1	1	1	1	1	1		22	4	118	54	1	1		65	34	1		25	63	11		1	17	83		1	1	1	1		77	23	1		90	10		82	1	18		93	1	1	7
ETF1	1	1	1	1	1	1	1	1	1	1	1		38	10	60	14	68	10		36	63	1		79	18	3		23	10	68		66	25	1	8		34	29	37		82	18		72	2	26		82	1	1	17
HSPA14	1	1	1	1	1	1	1	1	1	1	1		40	4	126	12	16	1		45	52	3		86	11	3		6	32	61		1	52	48	1		1	1	1		70	30		78	1	22		85	1	1	15
LIMS1	1	1	1	1	1	1	1	1	1	1	1		10	1	70	90	28	1		39	61	1		82	17	1		1	1	1		65	35	1	1		39	61	1		90	10		100	1	1		85	1	1	14
METAP2	1	1	1	1	1	1	1	1	1	1	1		68	20	84	28	1	1		58	41	1		76	22	1		1	1	1		31	26	29	14		37	43	20		92	8		93	1	7		94	1	1	6
NFKB1	1	1	1	1	1	1	1	1	1	1	1		60	56	50	32	1	1		50	49	1		1	1	1		1	1	1		1	1	1	1		1	1	1		89	11		91	1	9		89	11	1	1
NOB1	1	1	1	1	1	1	1	1	1	1	1		38	22	96	44	1	1		43	56	1		75	20	5		1	1	1		1	1	1	1		1	1	1		100	1		46	1	54		100	1	1	1
RPL15	1	1	1	1	1	1	1	1	1	1	1		26	6	108	36	24	1		38	56	6		60	21	19		22	12	66		41	31	14	14		8	60	32		39	61		87	2	11		72	2	8	18
SPATA5	1	1	1	1	1	1	1	1	1	1	1		44	50	60	16	6	22		24	76	1		60	29	11		1	1	1		1	1	1	1		1	1	1		96	4		74	1	26		51	17	31	1
TXLNA	1	1	1	1	1	1	1	1	1	1	1		14	1	126	58	1	1		57	40	3		40	34	26		64	36	1		1	69	1	31		3	40	56		30	70		86	1	14		76	10	1	14
UBE2I	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		51	49	1		43	47	10		1	1	1		1	76	24	1		35	20	45		46	54		85	2	13		85	1	3	11
VAC14	1	1	1	1	1	1	1	1	1	1	1		42	4	110	36	8	1		43	56	2		85	14	1		1	1	100		1	1	1	1		100	1	1		82	18		95	1	5		71	1	1	29
CAMK2G	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		30	70	1		1	1	1		1	1	1		1	1	100	1		1	1	1		21	79		76	6	18		50	2	1	48
DDX20	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		94	6	1		58	25	17		1	1	1		1	1	100	1		1	1	1		18	82		72	9	19		54	1	14	31
SMN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		46	54	1		15	3	82		1	1	1		1	1	100	1		35	65	1		1	100		58	6	36		1	1	1	1
SYNE1	1	1	1	1	1	1	1	1	1	1	1		66	66	1	1	1	68		1	1	1		1	1	1		25	37	38		1	1	100	1		1	1	1		1	100		81	19	1		51	7	43	1
TUBGCP3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		43	13	45		1	1	1		1	1	100	1		100	1	1		5	95		81	1	19		59	1	1	41
GSTT1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		96	3	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		95	1	1	5
NAA10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		76	21	3		1	1	1		1	5	95		100	1	1	1		1	1	1		94	6		1	1	1		80	1	1	20
NAA15	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		59	40	1		1	1	1		6	1	94		44	16	30	9		1	1	1		100	1		1	1	1		96	1	1	4
NAA20	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		98	1	1	2
NAA25	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		60	35	5		77	15	8		1	13	87		1	56	1	44		1	1	1		98	2		1	1	1		96	1	1	4
OPLAH	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		67	17	17		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		100	1	1	1
PIK3R1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		59	40	1		1	1	1		1	1	100		1	1	1	1		1	1	1		88	12		1	1	1		100	1	1	1
STK38	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		100	1	1		94	6		1	1	1		100	1	1	1
TOM1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		33	33	33		1	1	89		1	1	100		1	1	1	1		45	17	38		98	2		1	1	1		91	2	1	7
TSG101	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		49	49	2		1	1	1		1	23	77		1	1	1	1		27	5	68		93	7		1	1	1		94	1	1	5
UNC13D	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		53	47	1		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		84	1	10	6
EIF4G2	14	1	1	1	20	1	1	42	36	1	90		60	26	96	12	4	1		57	42	1		78	21	1		1	1	100		51	14	30	5		12	65	22		62	38		72	1	27		1	1	1	1
SETD3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		76	22	2		1	1	93		1	20	79		1	60	1	40		1	1	1		86	14		76	1	24		1	1	1	1
DSCR3	1	1	1	1	1	1	1	1	1	1	1		20	14	98	64	6	1		1	1	1		1	1	1		1	1	1		1	1	1	1		100	1	1		67	33		1	1	1		1	1	1	1
DTX3L	1	1	1	1	1	1	1	1	1	1	1		1	4	116	76	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		7	93		45	1	55		94	6	1	1
PARP14	1	1	1	1	1	1	1	1	1	1	1		12	38	80	52	14	4		1	1	1		47	48	5		1	1	1		1	1	1	1		1	1	1		9	91		1	1	1		74	6	1	21
PEX1	1	1	1	1	4	14	34	8	54	42	44		1	1	116	64	14	6		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		72	28		1	1	100		1	1	1	1
ANAPC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		37	63	1		55	39	5		1	1	1		1	1	1	1		1	1	1		11	89		70	1	29		58	33	1	9
ANAPC5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		53	47	1		72	20	7		1	1	1		1	1	1	1		1	1	1		26	74		62	33	5		1	1	1	1
ANAPC7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	97	1		42	56	1		1	1	1		1	1	1	1		1	1	1		4	96		79	4	17		16	8	15	61
ATM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		44	56	1		82	13	5		1	1	1		1	1	1	1		1	1	1		1	100		42	1	58		17	27	1	57
GEMIN4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		71	29	1		32	22	46		1	1	1		1	1	1	1		1	1	1		10	90		79	3	18		31	3	19	48
PELO	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		9	84	6		79	17	4		1	1	1		1	1	1	1		34	29	37		31	69		59	7	34		89	1	5	5
SUMO2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		30	70	1		27	54	19		1	1	1		1	1	1	1		1	1	1		17	83		65	7	28		81	4	1	15
TFCP2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		81	18	1		1	1	1		1	1	1	1		1	1	1		41	59		34	53	13		39	61	1	1
TNRC6B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		79	20	1		1	1	1		1	1	1	1		1	1	1		3	97		50	50	1		28	1	1	72
TRIM4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		41	58	1		74	20	6		1	1	1		1	1	1	1		1	1	1		18	82		1	1	1		45	1	41	13
TUBGCP4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		36	64	1		58	25	16		1	1	1		1	1	1	1		1	1	1		1	100		96	1	4		1	1	1	1
WDR70	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		40	60	1		42	46	11		1	1	1		1	1	1	1		1	1	1		1	99		28	41	31		42	1	1	58
ATXN2	1	1	1	1	1	1	1	1	1	1	1		18	1	136	46	1	1		81	16	3		1	1	1		1	1	1		1	45	45	10		1	1	1		14	86		1	1	100		38	1	1	62
HLTF	1	1	1	1	1	1	1	1	1	1	1		22	36	114	28	1	1		33	33	33		71	12	16		1	1	1		1	1	1	1		1	1	1		1	100		1	1	100		1	1	1	1
PUM2	1	1	1	1	1	1	1	1	1	1	1		36	1	164	1	1	1		66	34	1		6	32	62		1	1	1		1	1	1	1		1	1	1		9	91		1	1	1		6	7	1	86
SCYL2	1	1	1	1	1	1	1	1	1	1	1		28	1	128	44	1	1		53	39	8		12	19	70		1	1	1		1	1	100	1		1	1	1		44	56		94	1	6		59	1	1	41
UBAP2	1	1	1	1	1	1	1	1	1	1	1		50	4	124	24	1	1		62	31	7		1	1	1		1	1	1		1	78	1	22		1	1	1		23	77		55	1	45		55	1	1	45
ZNF598	1	1	1	1	1	1	1	1	1	1	1		4	10	108	66	6	6		65	33	2		14	4	82		1	1	1		1	1	86	14		1	1	1		73	27		16	1	84		17	1	1	83
ACSL4	130	34	16	8	1	4	1	1	1	1	1		4	34	12	54	40	58		17	73	10		56	40	4		1	1	1		69	9	22	1		100	1	1		96	4		64	1	35		1	1	1	99
ARL8B	184	16	1	1	1	1	1	1	1	1	1		4	4	24	62	72	36		31	60	9		35	58	7		68	5	27		100	1	1	1		37	63	1		100	1		1	8	92		1	1	1	99
CTSA	132	68	1	1	1	1	1	1	1	1	1		1	4	6	130	60	1		1	1	1		39	59	1		1	1	98		100	1	1	1		23	7	70		99	1		1	1	1		1	2	30	68
CTSB	164	36	1	1	1	1	1	1	1	1	1		12	8	16	90	64	10		1	1	100		28	65	6		9	9	82		100	1	1	1		44	6	50		99	1		1	1	1		1	3	1	97
CTSC	160	40	1	1	1	1	1	1	1	1	1		1	28	18	106	28	20		1	97	2		41	54	4		1	1	100		100	1	1	1		74	14	12		99	1		1	1	100		1	1	1	99
CTSD	144	48	6	1	1	1	1	1	1	1	1		1	14	8	112	44	22		37	58	5		38	58	4		36	16	48		100	1	1	1		31	3	66		96	4		1	1	99		1	2	15	82
GAA	182	18	1	1	1	1	1	1	1	1	1		1	1	6	76	88	32		56	1	44		26	72	3		1	3	96		100	1	1	1		100	1	1		100	1		1	1	100		1	1	1	100
GBA	188	12	1	1	1	1	1	1	1	1	1		1	1	34	128	32	6		1	1	1		54	26	20		24	31	45		100	1	1	1		7	37	57		100	1		1	1	99		1	3	1	97
GGH	124	70	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		26	68	6		40	51	9		1	29	71		82	18	1	1		55	35	10		72	28		4	1	96		1	3	1	97
GLB1	144	50	6	1	1	1	1	1	1	1	1		1	1	8	92	80	20		97	1	3		40	58	1		6	18	76		100	1	1	1		37	5	58		99	1		1	37	63		1	3	1	97
GNS	192	8	1	1	1	1	1	1	1	1	1		1	18	10	62	82	28		1	1	1		26	57	17		12	14	74		100	1	1	1		28	2	70		100	1		7	1	93		1	1	1	99
HEXA	172	28	1	1	1	1	1	1	1	1	1		1	4	8	88	90	8		45	54	1		40	57	3		3	11	86		100	1	1	1		19	1	81		98	2		1	1	100		1	1	1	99
HEXB	152	48	1	1	1	1	1	1	1	1	1		1	8	6	88	78	18		1	92	8		46	51	3		3	11	86		100	1	1	1		26	5	69		98	2		4	1	96		1	1	1	100
LAMP1	110	70	16	1	1	1	1	1	1	1	1		1	12	12	114	52	10		33	40	27		34	60	6		47	16	37		100	1	1	1		21	9	69		99	1		1	7	92		1	8	2	90
LAMP2	134	48	12	1	1	1	1	1	1	1	1		1	1	18	132	48	4		41	54	5		40	55	4		42	14	45		100	1	1	1		33	9	58		100	1		1	22	78		1	1	1	99
MAN2B1	188	1	1	1	12	1	1	1	1	1	1		1	1	12	48	76	64		41	51	8		1	69	29		1	13	87		100	1	1	1		25	1	75		95	5		1	1	100		1	1	1	99
NAPA	102	32	66	1	1	1	1	1	1	1	1		32	22	54	54	30	6		19	77	5		55	43	1		31	44	25		100	1	1	1		15	35	50		97	3		29	7	65		3	3	1	93
NSF	106	92	1	1	1	1	1	1	1	1	1		8	12	58	84	32	4		9	84	6		59	35	5		1	14	85		100	1	1	1		1	1	1		97	3		20	2	78		1	4	1	96
PLD3	194	1	1	1	1	6	1	1	1	1	1		1	1	8	62	100	30		1	1	1		16	73	11		1	1	99		100	1	1	1		66	5	30		93	7		1	6	94		1	11	1	89
RHOG	190	1	1	1	1	10	1	1	1	1	1		6	1	8	150	32	1		20	66	14		26	65	8		1	1	100		67	1	33	1		8	55	37		97	3		36	9	56		7	3	1	90
SARS2	200	1	1	1	1	1	1	1	1	1	1		1	56	1	1	44	96		8	77	15		89	10	1		1	1	1		100	1	1	1		1	1	1		98	2		1	1	100		1	1	1	100
SCARB2	142	48	8	1	1	1	1	1	1	1	1		1	1	14	96	60	30		86	1	14		41	54	4		62	18	20		100	1	1	1		12	37	51		100	1		1	1	100		1	3	1	97
SDCBP	98	72	24	4	1	1	1	1	1	1	1		1	1	28	112	46	16		33	33	33		41	58	1		22	1	78		100	1	1	1		11	3	86		100	1		14	3	83		44	1	1	55
TPP1	114	78	6	1	1	1	1	1	1	1	1		1	1	1	1	1	1		30	67	3		44	53	3		1	38	61		100	1	1	1		21	27	53		89	11		1	9	91		1	8	1	92
AGFG1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		78	13	9		28	69	3		1	64	36		100	1	1	1		32	30	38		70	30		59	1	41		1	1	1	1
AP3M1	1	1	1	1	1	1	1	1	1	1	1		40	4	68	70	14	1		84	16	1		82	17	1		1	5	95		100	1	1	1		82	18	1		81	19		94	1	6		79	1	1	21
APOA1BP	1	1	1	1	1	1	1	1	1	1	1		28	28	12	1	64	66		37	49	14		74	25	1		6	1	93		100	1	1	1		47	1	51		100	1		85	1	15		65	1	1	35
ARFGEF2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		72	25	3		55	40	5		1	1	100		100	1	1	1		1	1	1		100	1		86	1	14		62	1	1	38
ATP6V1D	1	1	1	1	1	1	1	1	1	1	1		16	10	4	90	60	22		100	1	1		80	16	3		15	40	45		100	1	1	1		33	14	53		80	20		84	4	11		73	1	22	5
CCDC22	1	1	1	1	1	1	1	1	1	1	1		18	6	62	82	30	1		68	32	1		82	14	4		1	1	100		100	1	1	1		51	1	49		60	40		97	1	3		82	1	10	8
COMMD3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		63	19	19		1	8	92		100	1	1	1		20	4	76		79	21		66	1	34		95	1	1	5
COMMD4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		59	41	1		13	11	77		1	10	90		100	1	1	1		22	2	76		85	15		80	1	20		86	1	1	14
COPS7B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		74	26	1		1	46	52		38	1	62		100	1	1	1		31	11	58		98	2		86	1	14		77	1	1	23
CRYZ	1	1	1	1	6	12	22	44	54	36	28		1	1	1	1	1	1		85	9	7		61	34	4		10	1	88		100	1	1	1		41	15	44		99	1		49	1	50		34	1	1	66
DDAH2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		9	1	90		100	1	1	1		35	13	52		99	1		100	1	1		71	1	1	28
FAM129B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		69	19	12		2	1	98		100	1	1	1		46	12	43		100	1		1	1	1		87	1	1	13
GIPC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		62	37	1		12	48	41		100	1	1	1		60	10	30		100	1		70	1	30		52	5	23	21
HGS	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		52	25	23		54	38	8		20	1	79		100	1	1	1		61	1	39		99	1		71	1	29		87	1	1	13
IPO8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		59	41	1		24	32	44		1	1	100		100	1	1	1		35	65	1		100	1		78	1	22		74	1	1	26
KIAA1033	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		92	2	6		60	35	5		1	1	100		100	1	1	1		74	26	1		38	62		85	1	15		49	1	1	51
RNF123	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		22	63	14		1	1	100		100	1	1	1		1	1	1		100	1		100	1	1		16	42	1	42
SKIV2L	1	1	1	1	1	1	1	1	1	1	1		18	52	50	54	1	28		1	1	1		54	37	10		1	30	70		100	1	1	1		1	1	1		85	15		93	1	7		94	1	1	6
SNX3	1	1	1	1	1	1	1	1	1	1	1		56	6	74	34	30	1		1	1	1		70	28	1		26	46	28		100	1	1	1		7	4	89		98	2		65	1	34		61	1	2	37
SWAP70	1	1	1	1	1	1	1	1	1	1	1		40	10	24	68	60	1		69	13	18		78	20	1		20	1	80		100	1	1	1		29	4	67		79	21		67	1	33		100	1	1	1
TTC37	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		39	39	22		1	1	100		100	1	1	1		1	1	1		77	23		86	1	14		87	1	2	11
UBR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		100	1	1	1		1	1	1		97	3		81	1	19		85	1	14	1
VPS26A	1	1	1	1	1	1	1	1	1	1	1		24	46	48	72	6	4		98	2	1		57	41	1		23	24	53		100	1	1	1		60	27	13		96	4		76	1	23		68	1	1	32
VPS29	1	1	1	1	1	1	1	1	1	1	1		38	8	80	28	46	1		75	25	1		68	31	1		1	1	100		100	1	1	1		34	29	38		88	12		72	2	26		59	1	1	40
CTSZ	100	88	10	1	1	1	1	1	1	1	1		1	14	4	112	52	16		1	1	1		11	87	1		1	1	1		1	1	1	1		28	15	56		100	1		12	13	75		1	1	1	99
GUSB	70	24	1	6	10	70	1	10	4	1	4		1	1	4	98	82	14		1	1	1		1	1	1		24	16	60		1	1	1	1		1	1	1		99	1		1	1	1		1	1	1	100
LGALS3BP	118	54	12	1	1	1	1	1	1	1	1		1	1	16	122	54	4		1	1	1		32	64	4		1	6	94		1	1	1	1		1	1	1		100	1		1	57	43		1	2	1	97
NPC2	174	26	1	1	1	1	1	1	1	1	1		1	6	1	96	96	1		51	32	17		44	55	1		5	3	93		1	1	1	1		25	6	69		100	1		1	1	1		1	2	1	98
PPT1	90	110	1	1	1	1	1	1	1	1	1		1	1	12	98	64	24		68	27	5		32	65	3		1	4	96		1	1	1	1		50	50	1		100	1		1	1	100		1	1	1	100
VAMP7	80	60	58	1	1	1	1	1	1	1	1		1	1	16	138	44	1		30	42	28		1	97	1		1	1	100		1	1	1	1		35	65	1		99	2		3	20	77		25	1	1	75
VTI1B	124	50	16	10	1	1	1	1	1	1	1		1	1	48	142	8	1		85	6	9		62	37	1		65	32	3		1	1	1	1		1	17	83		72	28		1	1	1		3	6	1	91
ASAH1	192	8	1	1	1	1	1	1	1	1	1		1	1	4	80	90	24		1	1	1		98	1	1		54	20	26		1	1	1	1		14	1	86		99	1		50	50	1		1	1	1	100
FUCA1	158	40	1	1	1	1	1	1	1	1	1		1	1	1	90	88	22		1	1	1		1	1	1		1	2	98		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
SCPEP1	200	1	1	1	1	1	1	1	1	1	1		1	1	1	46	116	36		1	100	1		30	30	40		1	2	98		1	1	1	1		28	1	72		100	1		1	1	1		1	1	1	100
SIAE	186	14	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	12	85		75	8	18		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
SLC44A1	200	1	1	1	1	1	1	1	1	1	1		1	1	34	128	38	1		16	58	27		1	1	1		98	1	2		1	1	1	1		1	1	1		100	1		1	1	100		79	1	1	21
TMEM106B	200	1	1	1	1	1	1	1	1	1	1		1	1	1	146	54	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	99
AP2A2	1	108	56	8	1	14	1	6	6	1	4		18	1	60	74	48	1		12	81	6		38	42	21		1	1	1		49	14	26	11		45	38	17		100	1		57	2	41		1	18	1	82
ERGIC1	8	68	60	6	14	14	8	8	10	4	4		1	1	28	88	72	8		3	89	8		19	75	6		15	69	17		51	22	27	1		3	50	46		99	1		1	14	85		1	1	1	99
GLG1	1	164	12	4	6	6	6	1	1	1	1		1	64	24	50	38	22		6	82	12		26	72	1		51	41	8		28	32	33	7		1	78	22		67	33		1	10	89		1	20	44	36
IGF2R	1	100	86	6	1	1	1	1	1	1	1		8	1	16	90	84	1		36	53	11		33	52	15		1	3	97		100	1	1	1		10	51	39		81	19		1	5	95		4	4	3	89
LMAN1	4	84	52	1	18	16	8	6	6	1	1		6	4	32	96	60	4		11	84	6		44	55	1		1	1	100		100	1	1	1		6	40	54		99	1		1	1	100		1	1	6	92
M6PR	1	80	120	1	1	1	1	1	1	1	1		4	1	46	98	52	1		37	58	4		44	47	9		80	16	4		1	1	1	1		18	31	52		99	1		1	1	100		25	4	1	71
NAPG	42	84	76	1	1	1	1	1	1	1	1		44	4	62	52	34	4		1	1	1		52	22	27		5	92	3		1	1	1	1		9	24	67		100	1		1	1	100		35	1	1	64
NCSTN	18	82	44	10	14	10	8	1	4	1	4		1	1	16	120	60	4		55	40	5		43	38	18		58	18	24		1	1	1	1		1	24	76		99	1		5	8	88		1	3	34	64
NUCB1	44	124	18	4	1	1	1	1	1	1	1		34	1	38	78	30	16		18	66	16		37	61	3		45	15	40		100	1	1	1		39	1	59		98	2		1	1	100		1	1	1	100
