Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
DDX50	1	58	142	1	1	1	1	1	1	1	1		6	180	1	1	1	16		1	99	1		9	9	82		1	1	1		1	21	65	14		1	1	1		1	100		1	100	1		1	67	30	2
DDX51	1	1	1	1	1	1	1	1	1	1	1		30	106	54	6	1	4		5	94	1		10	1	86		1	1	1		1	1	1	1		1	1	1		4	96		1	100	1		1	60	40	1
DDX52	1	1	1	1	1	1	1	1	1	1	1		12	72	16	84	1	16		1	100	1		1	1	89		1	1	1		1	49	51	1		1	1	1		1	100		1	100	1		1	52	48	1
DDX54	1	164	36	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	96	2		1	1	90		1	30	70		1	38	45	17		1	1	1		1	100		1	100	1		1	48	52	1
DDX56	1	1	112	1	1	1	1	40	48	1	1		14	114	34	28	1	8		17	73	10		1	10	85		1	14	86		1	34	66	1		1	1	1		2	98		1	100	1		1	13	87	1
DHX15	6	12	26	4	34	64	28	4	6	1	12		72	76	38	6	1	8		26	74	1		29	39	32		40	22	39		51	16	26	7		36	64	1		30	70		32	41	26		30	14	38	17
DKC1	1	48	150	1	1	1	1	1	1	1	1		16	134	26	10	6	8		18	82	1		1	1	90		5	86	9		1	1	1	1		1	1	1		1	100		1	100	1		5	49	43	4
DNTTIP2	1	1	1	1	1	1	1	1	1	1	1		12	150	36	1	1	4		1	1	1		1	1	89		1	1	1		1	42	58	1		1	1	1		1	100		1	100	1		1	26	68	6
DPPA2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
DPPA4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
EBNA1BP2	1	90	108	1	1	1	1	1	1	1	1		1	136	40	8	1	16		2	97	1		1	1	90		1	100	1		1	47	53	1		1	75	25		1	100		1	100	1		1	15	80	5
EED	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		36	54	10		1	1	1		1	1	1	1		1	1	1		3	97		1	99	1		1	68	31	1
EZH2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	97	1		1	1	1		1	1	1	1		1	1	1		1	1		1	100	1		1	1	1	1
FBL	1	90	98	1	1	6	1	1	1	1	1		1	134	36	18	1	6		7	93	1		1	1	90		1	84	16		1	51	23	26		1	75	25		1	100		1	100	1		1	28	70	1
FTSJ3	1	34	166	1	1	1	1	1	1	1	1		22	128	34	1	1	14		4	96	1		9	13	78		1	1	100		1	33	57	10		1	80	20		1	100		1	100	1		1	14	78	8
GAR1	1	120	80	1	1	1	1	1	1	1	1		1	4	64	38	80	14		18	81	1		1	1	89		1	68	32		1	100	1	1		1	1	1		1	100		1	100	1		1	7	91	1
GNL2	1	26	172	1	1	1	1	1	1	1	1		40	98	60	1	1	1		1	97	1		1	1	90		1	1	1		1	32	56	13		1	1	1		1	100		1	95	5		1	33	65	2
GNL3	1	36	156	4	1	1	1	1	1	1	1		22	88	70	6	1	14		3	96	1		1	10	85		1	1	100		1	43	48	9		1	1	1		1	100		4	90	6		1	37	62	2
GTPBP4	1	90	108	1	1	1	1	1	1	1	1		12	114	48	18	1	6		8	92	1		1	1	89		1	4	96		1	51	36	13		1	1	1		1	100		1	98	1		1	34	66	1
H1F0	1	98	80	1	1	1	1	1	1	1	12		1	1	1	1	1	1		1	1	1		7	77	16		1	97	2		1	1	1	1		1	57	43		1	100		1	100	1		1	83	15	1
H2AFX	1	1	1	1	1	1	1	1	1	1	200		1	1	1	1	1	1		17	82	1		19	66	15		1	1	1		35	28	22	15		1	1	1		1	1		1	100	1		1	91	9	1
H2AFY	1	18	14	1	10	16	22	20	22	14	62		14	134	18	1	14	18		1	1	1		11	72	17		1	99	1		1	43	24	33		1	65	35		1	100		1	100	1		1	63	37	1
H2AFY2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		4	92	4		1	1	1		1	1	1	1		1	30	70		1	100		1	1	1		1	69	31	1
H2AFZ	1	26	34	1	16	20	14	18	1	32	40		1	1	1	1	1	1		1	1	1		11	71	18		1	1	1		33	28	17	21		1	1	1		1	1		1	99	1		1	1	1	1
H3F3C	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
HIST1H1A	1	1	1	1	1	1	1	1	1	1	1		8	130	24	8	14	16		1	99	1		1	1	1		1	1	1		1	100	1	1		1	1	1		1	100		1	1	1		1	82	16	2
HIST1H1B	1	1	1	1	1	1	1	1	1	1	1		1	84	58	14	34	6		1	98	2		1	1	89		12	85	2		1	32	27	41		1	82	18		2	98		1	98	2		1	1	1	1
HIST1H1C	1	76	74	4	6	8	6	6	6	4	10		1	80	32	22	56	10		1	98	1		7	71	22		10	88	2		1	30	25	45		1	86	14		1	99		1	98	1		1	55	43	1
HIST1H1D	1	1	1	1	1	1	1	1	180	16	6		1	98	1	8	92	1		1	1	1		1	1	87		11	88	1		1	30	25	45		1	1	1		1	99		1	1	1		1	1	1	1
HIST1H1E	1	70	50	14	14	12	6	12	6	6	6		1	66	8	16	104	4		1	100	1		4	87	9		13	85	2		1	30	25	45		1	1	1		2	98		1	98	2		2	61	33	3
HIST1H1T	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		11	86	3		1	1	1		1	100	1	1		1	1	1		1	1		1	1	1		1	1	1	1
HIST1H2BM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		48	18	27	7		1	1	1		1	1		1	1	1		1	1	1	1
HMGB2	48	118	32	1	1	1	1	1	1	1	1		4	6	42	52	88	8		21	76	3		29	62	9		40	59	1		100	1	1	1		38	52	10		14	86		67	20	13		82	4	1	15
HMGB3	32	150	16	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	93	1		32	59	8		49	50	1		100	1	1	1		62	38	1		14	86		73	3	24		75	4	1	21
HMGN2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		7	64	30		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	1	1	1
HP1BP3	1	108	88	1	1	1	1	1	1	1	1		16	130	1	1	30	20		1	99	1		9	74	17		1	92	7		1	56	32	12		1	71	29		1	100		1	100	1		2	63	34	1
ILF3	1	60	76	6	18	20	10	4	1	1	1		32	82	70	8	1	6		26	73	1		9	41	50		1	1	1		1	34	44	21		1	66	34		1	100		2	92	6		7	22	34	37
IMP3	1	162	38	1	1	1	1	1	1	1	1		12	54	26	8	96	4		3	97	1		1	1	89		1	1	100		1	51	49	1		1	1	1		1	100		1	99	1		1	26	69	5
ISG20L2	1	1	1	1	1	1	1	1	1	1	1		22	128	1	1	1	50		1	1	1		1	1	90		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		38	22	40	1
JARID2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
KDM1A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	94	1		8	77	15		3	75	23		1	41	59	1		1	1	1		5	95		1	1	1		2	28	3	67
KIAA0020	1	18	182	1	1	1	1	1	1	1	1		20	160	6	1	1	14		3	97	1		52	1	45		1	100	1		1	46	54	1		1	74	26		1	100		1	100	1		1	34	66	1
KIF22	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		40	44	16		1	1	1		1	1	1	1		1	1	1		1	1		1	100	1		21	79	1	1
KNOP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	91		1	100	1		1	1	1	1		1	1	1		1	1		1	100	1		1	36	30	34
KRR1	20	164	16	1	1	1	1	1	1	1	1		4	38	94	54	1	10		6	94	1		1	35	62		1	100	1		1	70	30	1		1	34	66		1	100		1	99	1		1	34	66	1
MAK16	1	1	1	1	1	1	1	1	1	1	1		6	156	4	1	1	30		1	100	1		1	1	89		1	1	1		1	43	57	1		1	1	1		1	100		1	100	1		1	39	61	1
MDC1	1	1	1	1	1	1	1	22	24	1	154		1	1	1	1	1	1		1	1	1		15	51	34		1	1	1		1	100	1	1		1	1	1		1	100		1	100	1		1	34	1	64
MEAF6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	99	1	1
MPHOSPH10	1	1	200	1	1	1	1	1	1	1	1		10	44	68	1	1	78		1	95	4		1	1	90		1	100	1		1	36	64	1		1	1	1		1	100		1	100	1		1	26	66	8
MYSM1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		100	1	1		1	1	1	1
NAT10	1	52	146	1	1	1	1	1	1	1	1		18	90	48	34	8	4		1	98	1		1	1	90		1	13	87		1	32	55	13		1	1	1		1	100		1	100	1		1	32	64	3
NHP2	1	1	200	1	1	1	1	1	1	1	1		4	72	64	38	12	10		1	1	1		1	1	90		1	78	21		1	41	22	37		1	1	1		1	100		1	99	1		1	46	50	4
NHP2L1	1	200	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	90		4	78	18		26	31	27	15		6	78	16		8	92		15	82	3		5	14	77	4
NIFK	1	1	1	1	1	1	1	1	1	1	1		12	106	42	28	1	12		1	1	1		1	1	90		1	62	38		1	66	34	1		1	1	1		1	100		1	97	3		1	25	65	10
NIP7	1	200	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		38	1	58		1	77	23		1	1	1	1		1	1	1		1	100		1	100	1		1	51	49	1
NKRF	1	1	1	1	1	1	1	1	1	1	1		1	194	1	1	1	4		2	98	1		22	44	34		1	1	1		1	100	1	1		1	1	1		1	100		1	1	1		1	40	45	15
NOC2L	1	1	200	1	1	1	1	1	1	1	1		10	116	38	30	1	6		1	100	1		1	1	90		1	1	100		1	33	53	14		1	1	1		1	100		1	99	1		1	40	60	1
NOC3L	1	88	112	1	1	1	1	1	1	1	1		12	106	62	20	1	1		1	100	1		1	1	90		1	100	1		1	31	69	1		1	1	1		1	100		1	100	1		1	38	62	1
NOL10	1	1	1	1	1	1	1	1	1	1	1		26	164	8	1	1	1		1	99	1		1	1	91		1	1	1		1	1	100	1		1	1	1		1	100		1	100	1		1	35	65	1
NOL11	1	1	1	1	1	1	1	1	1	1	1		14	154	14	8	1	12		1	84	16		9	1	86		1	1	1		1	37	48	14		1	1	1		1	100		1	99	1		1	11	89	1
NOL6	1	1	1	1	1	1	1	1	1	1	1		24	132	18	14	1	10		3	97	1		10	1	86		1	100	1		1	53	30	16		1	1	1		1	100		1	100	1		1	43	57	1
NOL7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	97	1		15	42	42		1	100	1		1	49	33	18		1	1	1		1	100		1	100	1		1	29	66	5
NOL8	1	1	1	1	1	1	1	1	1	1	1		18	82	52	48	1	1		11	89	1		1	41	55		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	67	33	1
NOM1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	96	1		3	80	17		1	1	1		1	1	100	1		1	1	1		1	1		1	1	1		1	34	66	1
NOP14	1	1	1	1	1	1	1	1	1	1	1		12	166	10	1	1	10		1	100	1		17	1	78		1	1	1		1	31	69	1		1	1	1		1	100		1	100	1		1	35	65	1
NOP16	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		11	89	1		1	1	89		1	59	41		1	100	1	1		1	1	1		1	100		1	99	1		6	17	51	26
NOP2	1	72	128	1	1	1	1	1	1	1	1		4	160	18	10	1	8		2	97	1		10	1	86		1	98	2		1	35	48	17		1	1	1		1	100		1	99	1		1	1	1	1
NOP56	1	1	200	1	1	1	1	1	1	1	1		6	130	38	12	1	12		7	92	1		18	1	77		1	1	1		1	45	33	22		1	82	18		1	100		1	100	1		1	17	83	1
NOP58	1	1	1	1	1	1	1	1	1	1	1		14	112	50	6	1	18		12	87	1		1	1	90		1	64	35		1	42	35	24		1	67	33		1	100		1	99	1		1	32	67	1
NSA2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	97	3		1	1	89		1	1	1		1	63	22	15		1	1	1		1	100		1	1	1		1	34	62	4
NSD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		38	62		1	1	1		1	1	1	1
ORC1	1	1	1	1	1	1	1	1	1	1	1		6	166	1	1	1	28		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	68	1	32
ORC2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	91	3		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		47	40	1	13
ORC3	1	1	1	1	1	1	1	1	1	1	1		32	140	1	1	1	28		1	99	1		1	1	1		1	1	1		1	1	1	1		1	1	1		2	98		1	1	1		1	81	1	19
ORC4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	76	1	24
ORC5	1	1	1	1	1	1	1	1	1	1	1		16	164	1	1	1	18		1	100	1		1	1	1		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
PDCD11	1	1	1	1	1	1	1	1	1	1	1		6	168	10	1	1	12		1	99	1		1	1	90		1	66	34		1	40	47	13		1	1	1		1	100		1	100	1		1	42	58	1
PDS5A	1	200	1	1	1	1	1	1	1	1	1		8	150	8	6	4	22		1	98	1		71	25	4		1	29	71		1	46	54	1		1	1	1		1	100		25	14	62		8	13	2	77
PDS5B	1	128	72	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		87	10	2		1	59	41		1	56	44	1		1	1	1		1	100		2	92	6		1	1	1	1
POU5F1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PPAN	1	1	1	1	1	1	1	1	1	1	1		26	64	102	4	1	4		1	97	3		1	1	1		1	1	1		1	100	1	1		1	1	1		1	100		1	100	1		1	34	66	1
PPP1R10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		13	84	3		1	100	1		1	82	1	18		1	1	1		1	100		1	99	1		1	2	19	79
PSPC1	1	1	1	1	1	1	1	1	1	1	1		28	156	10	1	1	1		13	87	1		47	21	33		1	81	19		1	46	30	24		1	65	35		2	98		18	37	45		15	22	20	44
PWP2	1	1	200	1	1	1	1	1	1	1	1		6	92	50	6	36	10		1	100	1		12	12	76		1	1	1		1	46	54	1		1	1	1		1	100		1	100	1		1	27	73	1
RAD21	1	1	1	1	1	1	1	1	1	1	1		4	152	1	14	18	10		2	98	1		4	87	9		1	84	16		1	28	61	12		1	1	1		1	100		1	92	8		1	42	23	36
RAD50	1	1	1	1	1	1	1	1	1	1	1		8	128	26	6	6	26		3	97	1		1	1	89		1	21	79		1	77	23	1		1	1	1		2	98		34	39	27		4	7	1	89
RBM14	1	130	70	1	1	1	1	1	1	1	1		6	128	22	14	22	6		1	97	2		1	65	33		1	1	100		1	41	44	15		1	66	34		1	100		1	100	1		1	34	55	12
RBM28	1	1	1	1	1	1	1	1	1	1	1		12	96	52	30	1	10		1	1	1		1	1	90		1	89	11		1	36	52	12		1	83	17		1	100		1	100	1		1	34	65	1
RBM34	1	1	1	1	1	1	1	1	1	1	1		14	72	74	36	1	6		1	1	1		1	53	44		1	100	1		1	32	68	1		1	1	1		1	100		1	100	1		1	36	64	1
RCC2	1	1	1	1	1	1	1	1	1	1	1		24	74	60	12	16	14		11	88	1		20	71	10		7	85	7		65	20	1	15		10	90	1		20	80		59	23	17		73	4	1	21
RCL1	1	114	86	1	1	1	1	1	1	1	1		30	78	80	6	1	6		3	97	1		10	1	85		1	100	1		1	61	39	1		1	1	1		1	100		1	99	1		1	26	67	7
REXO4	1	1	1	1	1	1	1	1	1	1	1		32	60	50	52	1	6		1	1	1		23	1	73		1	100	1		1	100	1	1		1	1	1		1	100		1	100	1		1	69	31	1
RIF1	1	1	1	1	1	1	1	1	1	1	1		34	142	1	1	1	24		3	97	1		28	61	12		1	1	1		1	45	55	1		1	1	1		1	100		1	100	1		2	35	1	63
RPF2	1	20	180	1	1	1	1	1	1	1	1		4	146	18	8	14	10		3	97	1		1	1	90		1	1	1		1	56	31	14		1	1	1		1	100		1	1	1		1	42	58	1
RRP1	1	126	74	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	10	86		1	94	6		1	61	39	1		1	63	37		1	100		1	100	1		1	8	80	11
RRP12	1	1	1	1	1	1	1	1	1	1	1		6	64	112	14	1	4		5	95	1		25	1	71		1	1	100		1	36	50	14		1	1	1		1	100		9	78	13		1	18	62	20
RRP1B	1	68	132	1	1	1	1	1	1	1	1		12	116	40	30	1	1		1	100	1		17	1	78		1	1	1		1	34	66	1		1	1	1		1	100		1	100	1		1	35	38	27
RRP8	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		37	13	50		1	100	1		1	48	52	1		1	1	1		1	100		1	1	1		1	68	32	1
RRP9	1	1	1	1	1	1	1	1	1	1	1		14	76	92	16	1	1		43	56	1		10	10	80		1	99	1		1	1	100	1		1	1	1		1	100		1	99	1		1	30	64	7
RRS1	1	110	88	1	1	1	1	1	1	1	1		12	150	22	6	1	10		1	99	1		10	1	85		1	100	1		1	46	38	16		1	46	54		1	100		1	100	1		1	29	71	1
SALL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SALL4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SKIV2L2	1	96	104	1	1	1	1	1	1	1	1		44	122	10	12	1	10		9	91	1		10	37	53		2	11	87		1	37	54	8		1	1	1		4	96		10	79	12		9	26	32	33
SMARCA5	1	22	86	1	1	1	16	6	8	12	48		10	150	26	1	1	8		6	94	1		49	46	6		1	62	38		1	48	39	13		1	1	1		1	100		1	99	1		1	62	25	13
SMARCAD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		19	78	3		1	1	100		1	1	1	1		1	1	1		1	100		1	1	100		26	11	1	63
SMARCD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	98	1		14	77	9		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	100	1	1
SMARCE1	14	74	110	1	1	1	1	1	1	1	1		12	162	1	1	1	26		1	99	1		1	96	3		1	100	1		1	100	1	1		1	1	1		1	100		1	100	1		1	44	6	50
SMC1A	1	100	1	1	1	1	1	1	1	1	100		10	104	1	1	60	20		2	97	1		14	70	16		65	13	21		1	85	1	15		19	66	15		1	100		8	78	15		4	38	21	37
SMCHD1	1	1	1	1	1	1	1	1	1	1	1		4	164	1	1	1	32		12	88	1		1	1	1		1	100	1		1	45	47	7		1	1	1		4	96		16	44	40		1	31	1	68
SOX2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SPEN	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	67	1	33
STAG1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		5	78	17		1	100	1		1	100	1	1		1	1	1		1	100		1	100	1		1	57	3	40
STAG2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		9	84	7		1	12	88		1	1	1	1		1	1	1		1	100		5	90	4		1	83	1	17
SUZ12	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		70	29	1		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	80	1	20
TBL3	1	68	132	1	1	1	1	1	1	1	1		1	174	6	4	1	14		1	100	1		1	9	86		1	1	1		1	45	34	20		1	1	1		1	100		1	100	1		1	22	78	1
UHRF1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	96	3		13	68	19		1	100	1		1	1	1	1		1	1	1		1	1		1	93	6		7	56	30	7
URB1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	98	1		9	22	70		1	100	1		1	41	59	1		1	1	1		3	97		1	100	1		1	66	33	1
USP36	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		75	11	14		1	1	1		1	1	1	1		1	1	1		27	73		1	100	1		1	36	55	9
UTP11L	1	1	1	1	1	1	1	1	1	1	1		22	58	118	1	1	1		1	1	1		1	26	70		1	1	1		1	54	46	1		1	1	1		1	100		1	100	1		1	33	66	1
UTP14A	1	82	118	1	1	1	1	1	1	1	1		6	120	34	26	1	16		4	96	1		1	10	86		1	1	1		1	33	54	13		1	1	1		1	100		1	100	1		1	29	66	5
UTP15	1	1	1	1	1	1	1	1	1	1	1		16	92	78	10	1	4		1	100	1		1	1	89		1	1	1		1	32	68	1		1	1	1		5	95		1	100	1		1	27	73	1
UTP18	1	1	200	1	1	1	1	1	1	1	1		8	142	16	20	1	16		1	1	1		1	1	90		1	1	1		1	38	62	1		1	1	1		1	100		1	100	1		1	34	66	1
UTP20	1	110	90	1	1	1	1	1	1	1	1		36	134	10	4	10	6		4	95	1		40	13	47		1	1	1		1	57	43	1		1	1	1		2	98		1	99	1		1	43	57	1
UTP6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	10	85		1	1	1		1	48	52	1		1	1	1		1	100		1	100	1		1	6	92	2
WDR3	1	50	150	1	1	1	1	1	1	1	1		12	160	16	6	1	6		1	99	1		35	18	47		1	100	1		1	47	53	1		1	1	1		1	100		1	100	1		1	28	72	1
WDR43	1	1	1	1	1	1	1	1	1	1	1		8	120	22	26	1	22		5	91	4		1	1	90		1	1	1		1	30	70	1		1	1	1		1	100		1	100	1		1	29	66	4
XRN2	30	78	56	1	8	8	8	4	1	1	4		10	134	20	12	1	22		2	98	1		17	13	71		5	21	74		1	27	59	15		1	76	24		8	92		4	69	27		10	14	14	62
PRPF40A	1	1	1	1	1	1	1	1	1	1	1		60	80	50	1	1	8		1	100	1		6	83	11		1	39	61		1	76	1	24		1	1	1		1	100		1	96	4		1	62	28	10
SREK1	1	152	48	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	96	1		1	1	1		1	2	98		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
THOC1	1	8	190	1	1	1	1	1	1	1	1		4	106	66	18	1	4		4	95	2		63	22	14		1	1	1		1	1	1	1		1	1	1		1	100		1	100	1		1	67	33	1
U2AF2	1	50	134	4	6	4	1	1	1	1	1		54	66	50	8	1	24		7	92	1		4	94	1		3	59	37		54	22	25	1		3	54	43		14	86		5	89	5		1	30	31	39
AHDC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		51	38	11		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CEBPZ	1	1	1	1	1	1	1	1	1	1	1		22	74	100	1	1	1		1	98	1		14	1	82		1	100	1		1	62	38	1		1	1	1		1	100		1	100	1		1	36	64	1
DDX10	1	1	1	1	1	1	1	1	1	1	1		22	160	1	1	1	18		1	100	1		1	1	90		1	1	1		1	27	73	1		1	1	1		56	44		1	100	1		1	20	70	10
DDX27	1	74	120	1	1	1	1	1	1	1	1		14	134	14	8	20	12		15	77	8		10	1	86		1	80	20		1	30	59	11		1	1	1		4	96		1	100	1		1	37	61	2
HNRNPU	10	90	80	4	6	4	1	1	1	1	1		28	130	34	1	1	4		23	76	1		17	80	3		8	38	54		51	15	25	9		6	77	18		28	72		9	81	10		15	19	26	41
MYBBP1A	1	40	160	1	1	1	1	1	1	1	1		4	128	46	12	1	6		1	99	1		1	1	90		1	11	89		1	33	59	8		1	88	12		1	100		1	93	6		1	41	59	1
NONO	12	142	44	1	1	1	1	1	1	1	1		8	160	14	6	1	10		6	92	3		1	47	50		1	75	24		16	31	31	22		1	73	27		1	99		6	85	8		2	47	26	25
PARP1	1	98	96	1	1	1	1	1	1	1	1		10	136	16	14	14	10		3	97	1		10	66	24		3	25	72		1	37	53	10		1	91	9		1	100		28	40	32		24	28	20	28
PPIG	200	1	1	1	1	1	1	1	1	1	1		26	124	20	6	1	24		1	99	1		5	34	62		1	87	13		1	1	1	1		1	1	1		1	99		1	100	1		1	17	33	50
RBM19	1	1	1	1	1	1	1	1	1	1	1		14	144	20	1	1	20		1	95	5		1	1	90		1	88	12		1	42	58	1		1	1	1		1	100		1	99	1		1	33	67	1
RBMX	1	68	90	10	16	8	4	1	1	1	1		1	1	1	1	1	1		25	74	1		8	77	15		7	66	28		1	42	26	32		1	66	34		2	98		3	97	1		1	42	43	14
RPL7L1	1	158	42	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	89		1	100	1		1	75	25	1		1	1	1		56	44		1	100	1		21	2	66	11
RRP15	1	106	94	1	1	1	1	1	1	1	1		18	76	24	22	1	60		1	100	1		1	1	89		1	100	1		1	1	1	1		1	1	1		1	100		1	99	1		1	31	66	4
SLTM	1	56	140	4	1	1	1	1	1	1	1		24	120	30	20	1	6		1	100	1		14	51	35		1	82	18		1	1	1	1		1	1	1		3	97		1	100	1		1	48	48	3
SON	1	10	36	8	36	18	38	6	6	18	22		6	162	4	1	8	18		1	99	1		23	34	44		1	1	1		1	53	29	18		1	1	1		1	100		1	100	1		1	33	61	5
SRFBP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		30	20	50		1	100	1		1	1	1	1		1	1	1		1	100		1	100	1		1	82	2	17
SRSF10	1	96	104	1	1	1	1	1	1	1	1		18	152	22	6	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	17	74	10
SURF6	1	1	1	1	1	1	1	1	1	1	1		16	114	46	14	1	10		2	98	1		1	1	89		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	33	65	1
WDR46	1	1	1	1	1	1	1	1	1	1	1		1	60	56	24	44	14		1	1	1		1	52	45		1	1	1		1	53	47	1		1	1	1		1	100		1	100	1		1	34	66	1
ACIN1	1	70	90	1	16	1	1	1	1	22	1		24	150	20	4	1	4		1	1	1		56	42	1		1	80	20		1	57	1	43		1	1	1		1	99		1	100	1		1	55	38	6
