Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
LNPEP	10	86	96	1	1	1	1	1	1	1	1		1	6	8	38	18	130		1	1	1		43	55	1		6	1	94		1	1	1	1		1	1	1		100	1		1	1	99		1	3	1	97
SYPL1	22	106	72	1	1	1	1	1	1	1	1		1	1	1	1	1	1		17	82	1		83	15	1		46	18	36		100	1	1	1		65	35	1		99	1		1	1	100		31	3	1	67
YIPF6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		40	60	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
AP1S1	1	1	1	1	1	1	1	1	1	1	1		8	1	8	50	108	24		47	52	1		65	34	1		44	4	52		1	1	1	1		71	29	1		89	11		79	3	19		25	9	4	62
LRRC8A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		90	8	1		1	1	1		1	100	1	1		1	1	1		22	78		1	1	100		1	1	1	99
MYADM	46	80	58	4	12	1	1	1	1	1	1		4	1	10	58	114	12		1	1	1		25	27	48		1	79	21		1	76	24	1		1	1	1		39	61		1	1	1		1	1	64	36
SCAMP1	10	92	86	4	8	1	1	1	1	1	1		1	1	32	100	60	6		78	1	22		64	35	1		94	6	1		1	1	1	1		94	6	1		100	1		1	1	100		1	1	1	100
SLC20A2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TPRG1L	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		1	1	1		1	1	1		1	1	1	1		100	1	1		100	1		1	1	1		1	1	1	1
TVP23B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
GJA1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		47	32	21	1		1	1	1		1	1		1	1	1		1	1	1	1
SCAMP5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SNX3	1	1	1	1	1	1	1	1	1	1	1		56	6	74	34	30	1		1	1	1		70	28	1		26	46	28		100	1	1	1		7	4	89		98	2		65	1	34		61	1	2	37
STX16	10	70	120	1	1	1	1	1	1	1	1		1	1	1	1	1	1		67	30	3		90	9	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
VPS29	1	1	1	1	1	1	1	1	1	1	1		38	8	80	28	46	1		75	25	1		68	31	1		1	1	100		100	1	1	1		34	29	38		88	12		72	2	26		59	1	1	40
ZDHHC20	1	1	1	1	1	1	1	1	1	1	1		1	1	16	144	38	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
CLCN3	6	32	158	1	1	1	1	1	1	1	1		1	1	42	76	72	10		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CMTM4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SPRY1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TMEM134	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TSPAN31	1	1	1	1	1	1	1	1	1	1	1		8	1	36	112	42	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SLC20A1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	25	75		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SORT1	1	114	66	1	1	8	1	1	4	1	1		1	1	1	1	1	1		1	1	1		1	1	1		15	82	3		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
STX12	16	96	68	4	8	1	1	1	1	1	1		1	1	18	76	104	4		36	56	8		1	97	1		77	23	1		1	1	1	1		3	24	72		96	4		1	1	100		1	2	1	98
TMEM9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		9	62	28		1	89	9		100	1	1		1	1	1	1		1	1	1		1	1		100	1	1		1	1	1	1
LRP6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		50	50	1		1	1	1	1
RAB4B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		62	30	8		1	1	1		31	4	65		100	1	1	1		43	57	1		100	1		1	1	1		1	1	1	100
TPCN1	1	1	1	1	1	1	1	1	1	1	1		1	1	16	76	40	66		1	1	1		98	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
VPS26B	1	1	1	1	1	1	1	1	1	1	1		34	1	114	52	1	1		95	5	1		1	1	1		1	1	1		1	1	1	1		100	1	1		93	7		65	1	35		9	1	1	91
ABCC1	1	1	1	1	1	1	1	1	1	1	1		1	1	14	150	32	4		4	87	9		1	11	85		1	1	1		100	1	1	1		1	40	60		40	60		1	1	100		1	1	1	1
ALPL	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ATP1A1	34	76	48	6	12	8	8	1	1	1	1		1	1	8	144	40	4		5	75	20		52	47	1		28	4	68		85	1	11	4		17	1	83		82	18		44	8	48		1	10	61	29
ATP2B2	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	97	1		1	1	1		100	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
BCAM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		79	7	14		1	1	1	1		1	1	1		1	1		1	1	1		1	8	55	37
BSG	38	54	40	8	18	14	8	6	6	1	6		1	1	6	162	30	1		8	80	13		29	69	1		85	12	4		100	1	1	1		3	35	62		94	6		34	32	34		1	11	53	35
CASK	32	86	60	4	10	4	1	1	1	1	1		1	1	1	1	1	1		16	51	34		56	43	1		49	41	10		1	1	1	1		1	1	1		1	1		60	1	40		1	36	1	64
CDH1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		37	8	55		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CTNNA1	144	46	8	1	1	1	1	1	1	1	1		1	1	1	1	1	1		30	67	3		59	31	10		34	22	44		66	12	16	5		13	27	60		100	1		87	1	12		13	10	55	21
CTNNB1	56	74	20	10	14	12	4	1	1	1	6		1	1	1	1	1	1		1	1	1		55	9	37		1	13	85		100	1	1	1		12	88	1		1	100		100	1	1		4	8	59	30
DAG1	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		19	71	10		89	1	10		1	1	1	1		57	43	1		1	1		9	1	91		1	9	27	64
DMD	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		29	67	4		1	100	1		1	1	1	1		1	1	1		1	1		52	1	48		47	21	1	32
DSG2	44	58	46	8	16	8	8	4	4	1	1		1	1	1	1	1	1		1	1	1		21	75	4		15	1	85		1	1	1	1		1	1	1		1	1		14	85	1		1	32	1	68
EMB	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
EPCAM	44	72	40	8	12	8	6	4	1	1	4		1	1	1	1	1	1		1	1	1		1	1	1		77	12	11		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
EPHA2	74	88	22	4	1	6	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	47	53		1	1		1	83	17		1	3	37	60
EPHB4	44	4	1	154	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		35	65	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	100
ERAS	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
EZR	58	86	36	8	1	6	1	1	1	1	1		6	1	28	152	14	1		20	75	5		1	1	1		86	10	4		64	18	10	8		26	9	66		89	11		86	1	13		62	2	11	26
F11R	60	98	20	6	10	4	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		74	17	9		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
FOLR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		52	47	1		90	10	1		1	1	1	1		1	1	1		1	1		7	85	8		1	1	1	1
GPA33	42	94	38	1	10	6	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		93	7		1	1	1		1	1	1	1
ICAM1	1	1	1	1	1	1	1	1	1	1	1		1	1	14	138	46	4		10	79	11		32	53	15		100	1	1		1	1	1	1		1	1	1		99	1		34	2	65		1	1	1	1
ILK	142	26	1	16	14	1	1	1	1	1	4		22	4	36	98	36	1		24	76	1		70	26	4		1	1	1		1	1	1	1		31	42	27		81	19		1	100	1		79	1	1	20
INSR	128	72	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		34	47	19		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
IQGAP1	44	82	42	4	10	8	6	1	4	1	1		30	4	12	52	92	12		69	31	1		86	12	1		14	2	84		15	31	44	10		38	35	28		99	1		84	1	15		69	1	3	27
ITGA3	38	50	74	8	8	8	4	1	1	1	1		1	1	1	1	1	1		1	1	1		68	31	1		76	9	15		1	1	1	1		22	15	63		1	1		22	1	78		1	3	45	52
ITGA5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	142	58	1		5	85	10		1	1	1		100	1	1		100	1	1	1		17	29	54		98	2		1	1	100		1	2	43	54
ITGA6	90	72	28	6	4	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	100		98	2		1	1	100		1	1	17	82
ITGAV	20	70	40	8	1	36	4	10	4	1	6		1	1	8	128	46	18		1	1	1		47	27	27		52	26	22		100	1	1	1		17	19	64		100	1		21	1	79		1	2	49	49
ITGB1	16	58	52	6	20	18	10	6	6	1	4		1	1	8	136	56	1		6	83	11		35	56	10		69	16	15		90	1	10	1		16	36	48		99	1		7	6	88		1	2	45	52
ITGB5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	97	3		40	46	15		28	61	11		1	1	1	1		1	1	1		96	4		1	1	1		1	1	17	82
JUP	52	68	36	6	14	10	8	4	1	1	1		1	1	1	1	1	1		1	1	1		24	73	3		9	19	72		1	100	1	1		1	78	22		53	47		96	4	1		1	1	1	1
MCAM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		49	50	1		1	1	1		1	1	1	1		17	42	41		1	1		27	1	72		1	3	38	59
MLLT4	1	174	10	10	1	1	1	1	1	1	1		1	1	20	134	42	1		40	56	4		30	65	5		1	16	84		1	1	1	1		1	1	1		1	1		54	1	46		1	7	1	93
MSN	46	104	44	4	1	1	1	1	1	1	1		8	1	14	152	26	1		22	68	10		78	20	1		1	1	1		61	20	9	9		48	21	31		92	8		81	2	17		57	4	2	37
NCKAP1	60	82	46	4	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		72	14	14		15	4	81		100	1	1	1		61	39	1		1	1		87	1	13		81	2	1	18
PALM3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PLXNA1	1	158	30	10	1	1	1	1	1	1	1		1	1	1	1	1	1		20	74	6		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		50	50	1		1	1	1	1
PLXNB1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PLXNB2	48	72	60	8	4	1	4	1	1	1	1		1	1	4	96	82	16		1	49	51		46	41	13		1	1	100		100	1	1	1		36	13	50		100	1		42	1	58		1	3	65	33
PTK7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	83	15		1	1	1		81	2	16		100	1	1	1		54	1	46		1	1		1	1	1		1	3	40	57
PTPRG	1	188	1	8	1	1	6	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
RDX	1	1	1	1	1	1	1	1	1	1	1		24	4	20	110	36	6		22	68	10		1	1	1		83	12	6		71	15	8	7		31	14	55		100	1		87	1	12		33	3	1	64
SLC2A1	72	1	1	14	1	84	32	1	1	1	1		1	1	4	84	88	24		12	77	11		55	44	1		47	1	53		1	1	1	1		8	49	43		82	18		29	13	58		2	10	52	36
SLC38A4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SLC3A2	42	72	38	8	14	10	8	4	4	1	1		1	1	6	120	64	8		8	85	7		51	48	1		1	1	1		73	18	10	1		1	1	1		100	1		1	10	90		1	3	59	37
SNTA1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SPRED2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TGM1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		77	23		1	1	100		1	1	1	1
ARL15	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	100
IGF1R	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		75	24	1		42	1	58		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
ITFG3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	73	27		1	1	1		100	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
KIT	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SLC39A6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
STX4	74	48	46	4	12	12	4	1	1	1	1		1	1	24	114	54	6		10	76	14		97	1	1		61	30	9		1	1	1	1		2	20	78		93	7		1	1	100		1	7	26	68
ATP1B1	28	76	44	8	12	12	6	4	4	1	1		1	1	1	1	1	1		1	1	1		42	56	1		53	27	20		1	1	1	1		1	1	1		1	1		38	3	58		1	8	50	42
CAPN5	1	1	1	1	1	1	18	56	60	42	22		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	48	52	1
EPHB3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
GNB1	52	68	38	6	12	8	4	4	4	1	1		18	36	24	84	18	20		12	75	12		78	20	1		12	13	75		88	12	1	1		2	41	57		49	51		57	39	4		1	5	64	30
IGSF3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
KIRREL	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	100	1		1	1	1		1	1		1	1	1		1	1	66	34
LRRC1	40	98	60	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		1	1	89		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	2	1	98
LRRC57	110	52	32	1	1	1	1	1	4	1	1		1	1	1	1	1	1		1	76	24		1	1	1		1	42	58		1	1	1	1		51	22	28		96	4		89	1	11		1	1	1	1
RAP2B	122	6	48	22	1	1	1	1	1	1	1		1	1	1	48	130	18		1	98	2		58	41	1		76	3	21		100	1	1	1		4	23	73		84	16		66	1	34		1	12	5	82
SLC43A1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
YES1	60	78	38	4	12	4	1	1	1	1	1		1	1	1	1	1	1		1	1	1		57	33	10		1	24	76		100	1	1	1		1	1	1		1	100		68	5	27		2	12	31	55
ARVCF	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		8	6	1	86
ATP1B3	12	128	12	4	8	26	6	1	1	1	1		4	6	14	136	36	1		6	89	5		47	51	1		55	13	32		100	1	1	1		17	32	51		85	15		9	4	87		1	7	35	58
CAMKV	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CD38	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		87	13		1	1	1		1	1	1	1
EPB41L5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
GNAI3	42	76	52	4	8	6	4	4	1	1	1		6	6	1	142	38	6		11	75	14		51	44	4		38	3	59		100	1	1	1		100	1	1		27	73		35	53	12		1	11	35	54
NPTN	58	1	1	8	30	52	38	1	12	1	1		1	1	6	144	48	1		8	77	16		80	17	3		1	1	1		1	1	1	1		39	61	1		100	1		1	3	97		1	5	21	75
PALM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		90	8	3		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	33	33	33
PLCD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		80	20		1	1	1		10	2	1	88
RAP1A	50	82	60	1	8	1	1	1	1	1	1		1	4	6	96	94	1		8	85	7		33	43	24		34	1	66		36	31	34	1		8	41	51		77	23		97	1	3		1	7	1	93
RRAS2	60	106	22	4	6	1	4	1	1	1	1		1	1	1	72	122	4		9	66	24		37	35	28		1	1	1		1	1	1	1		100	1	1		36	64		46	4	50		1	4	1	96
SCRIB	16	122	22	6	12	1	4	8	1	4	1		1	1	34	142	24	1		5	71	24		54	39	7		1	19	81		100	1	1	1		1	1	1		60	40		53	1	47		1	4	1	95
SLC16A3	40	80	40	8	12	8	4	1	1	1	1		1	1	10	120	66	1		1	1	1		46	52	1		1	1	1		1	47	53	1		5	59	35		97	3		55	11	33		1	1	1	1
SLC6A6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	73	27		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SNAP23	130	46	10	6	6	1	1	1	1	1	1		1	1	16	134	44	4		1	60	40		39	28	33		88	10	2		100	1	1	1		13	30	58		83	17		88	1	12		8	7	38	47
STXBP3	52	42	78	6	10	4	4	1	1	1	1		1	1	1	1	1	1		6	75	19		44	49	7		7	1	93		1	1	1	1		14	46	40		96	4		32	5	63		1	1	22	76
SUSD2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ADIPOR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ATP1A3	1	1	1	1	1	1	1	1	1	1	1		1	1	4	144	52	1		1	14	86		91	8	1		1	1	1		96	1	1	4		1	1	1		1	1		1	1	1		1	1	1	1
CTNND1	40	116	20	4	6	6	1	4	1	1	4		60	1	86	42	14	1		33	65	2		78	21	1		2	9	89		81	1	19	1		4	58	38		63	37		72	1	28		6	18	12	64
CXADR	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	3	36	61
GLIPR2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		7	59	34		1	1	1		1	1	1		41	32	13	15		1	85	14		12	88		1	1	1		1	50	18	32
GNA11	48	88	26	6	16	6	4	1	1	1	4		1	1	1	1	1	1		1	1	1		52	36	12		1	1	1		1	1	1	1		6	64	29		100	1		56	1	44		1	1	5	93
GNAI2	42	82	42	8	6	8	4	4	1	1	1		1	1	12	154	26	6		12	78	10		41	57	1		1	1	98		70	12	11	7		12	88	1		33	67		62	38	1		2	5	45	47
GNAQ	96	64	12	6	14	4	1	4	1	1	1		1	1	4	118	76	1		1	1	1		3	96	1		1	1	1		1	1	1	1		10	74	16		84	16		1	1	1		1	1	1	1
GNB2	46	64	38	12	16	10	4	1	1	1	6		1	1	12	172	12	1		7	72	20		48	51	1		9	5	86		76	15	9	1		34	44	22		47	53		4	60	36		1	4	41	54
GNB4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		100	1	1	1		1	44	56		63	37		94	4	2		1	33	1	67
GPC4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
HCK	1	1	1	1	1	1	1	1	1	1	1		4	6	16	132	32	10		1	1	1		1	1	1		1	1	1		100	1	1	1		1	1	1		81	19		1	1	1		1	1	1	1
LSR	58	64	54	4	10	4	4	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		1	1		1	1	1		1	1	66	34
PPIC	1	1	128	1	1	1	1	1	38	1	30		1	1	1	1	1	1		1	1	1		6	86	8		66	9	25		100	1	1	1		79	21	1		1	1		1	17	83		1	9	1	91
PSEN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	54	46		41	58	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	16	1	84
RAB35	60	54	18	6	10	14	12	6	12	6	1		4	42	18	58	36	42		9	69	23		46	45	9		15	37	48		1	1	1	1		32	68	1		52	48		51	9	40		1	15	18	67
RALA	74	56	28	6	12	8	4	4	4	1	1		1	1	8	80	100	12		5	84	10		48	47	5		69	21	10		66	34	1	1		1	1	1		65	35		48	7	46		1	12	2	85
CADM1	1	1	1	1	1	1	1	1	1	1	1		1	1	18	82	86	14		1	1	1		1	1	1		82	4	13		1	1	1	1		1	1	100		1	1		1	1	1		1	1	27	72
CCNY	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		55	45		1	1	1		10	9	1	81
EFR3A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	88	12		60	8	31		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
EPB41L2	10	90	54	8	14	6	6	4	1	1	4		1	1	16	136	36	12		26	67	7		78	20	2		1	1	1		100	1	1	1		22	64	14		86	14		76	1	24		1	5	53	41
GAP43	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		6	1	1	94
GNAI1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		47	52	1		1	1	1		90	1	10	1		1	2	98		1	100		7	90	3		1	12	1	88
NOTCH1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PDZD4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PTGFRN	32	82	74	4	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		37	61	1		67	1	33		1	1	1	1		1	1	1		1	1		40	1	60		1	3	1	97
RALB	86	54	32	8	8	6	4	1	1	1	1		1	1	16	166	16	1		1	1	100		41	49	9		72	16	12		100	1	1	1		25	35	40		90	10		26	1	74		1	11	1	89
SLC1A4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	64	33		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	12	33	55
TNFRSF10B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	81	19		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TXNIP	66	58	30	10	8	4	6	6	1	4	6		1	1	18	94	86	4		1	1	1		91	8	1		1	1	1		1	1	1	1		1	1	1		84	16		1	1	1		1	1	1	1
USP6NL	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	60	39		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ZDHHC5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		29	16	55		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	74	1	26
ADCY3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CSNK1G3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	40	32	28
DNAJC5	102	62	14	10	10	1	1	1	1	1	1		1	1	20	102	78	1		16	22	62		58	40	1		98	1	2		1	1	1	1		80	20	1		100	1		1	1	1		1	1	1	100
EPHB2	1	1	1	1	1	1	1	1	200	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		100	1	1	1		100	1	1		1	1		1	1	1		1	1	47	53
GNA13	40	76	32	10	12	10	6	6	4	1	1		1	6	16	142	26	10		1	91	9		76	23	1		29	15	56		1	1	1	1		1	97	3		90	10		17	1	82		15	8	30	47
